Date ,Report Type ,Street ,Sub-Division
6/8/2005,"ASSAULT, SIMPLE ",SOUVERIAN LANDING ,
6/8/2005,THREATEN BODILY HARM ,SOUVERIAN LANDING ,
8/14/2005,PETIT LARCENY ,SPENCER LANE ,
3/12/2005,"DAMAGE PROPERTY, PRIVATE ",STEPHANIE LANE ,
4/16/2005,"DAMAGE PROPERTY, PRIVATE ",STEPHANIE LANE ,
2/28/2005,"ASSAULT, SIMPLE, DOMESTIC ",STILLWATER LANE ,
3/20/2005,CITIZEN REQUESTED ASSISTANCE ,STILLWATER LANE ,
6/4/2005,CITIZEN REQUESTED ASSISTANCE ,STILLWATER LANE ,
11/8/2005,CITIZEN REQUESTED ASSISTANCE ,STILLWATER LANE ,
10/9/2005,"ASSAULT, SIMPLE, DOMESTIC ",SULIK LANE ,
4/30/2005,"LARCENY,FROM MOTOR VEHICLE ",SWAN TAVERN RISE ,
3/28/2005,"DAMAGE PROPERTY, PRIVATE ",SWEETBAY ARBOR ,
6/5/2005,"ASSAULT, SIMPLE, DOMESTIC ",TENTH STREET ,
8/25/2005,CITIZEN REQUESTED ASSISTANCE ,TERN COURT ,
9/13/2005,MOTOR VEHICLE THEFT ,TERN COURT ,
10/27/2005,"ASSAULT, SIMPLE ",TERREBONNE ROAD ,
10/27/2005,RUNAWAY JUVENILE ,TERREBONNE ROAD ,
1/4/2005,RUNAWAY JUVENILE ,TEWKESBURY QUAY ,
6/28/2005,"DAMAGE PROPERTY, PRIVATE ",TEWKESBURY QUAY ,
7/27/2005,"BURGLARY, RESIDENTIAL ",THREE POINT COURT ,
6/27/2005,"LARCENY,FROM MOTOR VEHICLE ",TIDES RUN ,
6/27/2005,"LARCENY,FROM MOTOR VEHICLE ",TIDES RUN ,
7/8/2005,"BURGLARY, RESIDENTIAL ",TIDES RUN ,
7/16/2005,"FRAUD, ALL OTHERS ",TIDES RUN ,
7/20/2005,FORGERY BY CHECK ,TIDES RUN ,
7/20/2005,GRAND LARCENY ,TIDES RUN ,
12/28/2005,CITIZEN REQUESTED ASSISTANCE ,TIDES RUN ,
4/29/2005,"ASSAULT, SIMPLE ",TIDES RUN & OSPRAY POINT ,
3/24/2005,"ASSAULT, SIMPLE, DOMESTIC ",TREVOR TRACE ,
2/3/2005,RECKLESS DRIVING - DRAG RACING [CLASS 1 MISD] ,TREVOR TRACE & BRENTMEADE DRIVE ,
10/16/2005,"DAMAGE PROPERTY, PRIVATE ",TWO TURKEY RUN ,
3/14/2005,CREDIT CARD FRAUD ,VALDRIC PLACE ,
8/8/2005,CITIZEN REQUESTED ASSISTANCE ,VINE DRIVE ,
8/19/2005,CITIZEN REQUESTED ASSISTANCE ,VINE DRIVE ,
2/20/2005,CITIZEN REQUESTED ASSISTANCE ,VIRGINIA LANE ,
10/8/2005,"DAMAGE PROPERTY, PRIVATE ",VIRGINIA LANE ,
11/19/2005,"DAMAGE PROPERTY, PRIVATE ",VIRGINIA LANE ,
3/9/2005,"ASSAULT, SIMPLE ",WAINWRIGHTS BEND ,
1/25/2005,"ASSAULT, SIMPLE, DOMESTIC ",WALDEN DRIVE ,
7/23/2005,"DAMAGE PROPERTY, PRIVATE ",WAREHOUSE COURSE ,
8/21/2005,"DAMAGE PROPERTY, PRIVATE ",WATER COUNTRY PARKWAY ,
12/4/2005,"DAMAGE PROPERTY, PRIVATE ",WATER FOWL DRIVE ,
4/3/2005,CITIZEN REQUESTED ASSISTANCE ,WATERMANS WAY ,
6/26/2005,"BURGLARY, RESIDENTIAL ",WATERMANS WAY ,
6/27/2005,"DAMAGE PROPERTY, PRIVATE ",WATERMANS WAY ,
6/27/2005,PETIT LARCENY ,WATERMANS WAY ,
4/1/2005,"DAMAGE PROPERTY, PRIVATE ",WATERSIDE PLACE ,
3/14/2005,DAMAGE PROPERTY ,WATERVIEW ROAD ,
4/4/2005,PETIT LARCENY ,WATERVIEW ROAD ,
4/5/2005,"DAMAGE PROPERTY, PRIVATE ",WATERVIEW ROAD ,
4/26/2005,"BURGLARY, BUSINESS ",WATERVIEW ROAD ,
4/26/2005,"DAMAGE PROPERTY, BUSINESS ",WATERVIEW ROAD ,
5/2/2005,CITIZEN REQUESTED ASSISTANCE ,WATERVIEW ROAD ,
5/20/2005,CITIZEN REQUESTED ASSISTANCE ,WATERVIEW ROAD ,
7/25/2005,CITIZEN REQUESTED ASSISTANCE ,WATERVIEW ROAD ,
8/3/2005,ANNOYING PHONE CALLS ,WATERVIEW ROAD ,
9/22/2005,GRAND LARCENY ,WATERVIEW ROAD ,
8/1/2005,LOST PROPERTY ,WATERVIEW ROAD ,
8/8/2005,POSSESSION OF MARIJUANA ,WEST WOODLAND DRIVE ,
11/2/2005,"DAMAGE PROPERTY, PRIVATE ",WETHERSFIELD PARK ,
7/26/2005,"LARCENY,FROM MOTOR VEHICLE ",WHARF ROW ,
9/3/2005,CITIZEN REQUESTED ASSISTANCE ,WHARF ROW ,
12/31/2005,FALSELY SUMMONS OR FALSE REPORT TO POLICE ,WHEELEY CIRCLE ,
9/22/2005,CITIZEN REQUESTED ASSISTANCE ,WHISPERING PINE DRIVE ,
12/30/2005,"DAMAGE PROPERTY, PRIVATE ",WHISPERING PINE DRIVE ,
10/20/2005,"BURGLARY, RESIDENTIAL ",WINDERS LANE ,
10/20/2005,"LARCENY,FROM MOTOR VEHICLE ",WINDERS LANE ,
10/20/2005,"LARCENY,FROM MOTOR VEHICLE ",WINDERS LANE ,
10/21/2005,"LARCENY,FROM MOTOR VEHICLE ",WINDERS LANE ,
2/1/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
2/8/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
2/8/2005,POSSESSION OF CONTROLLED SUBSTANCES ,WOLF TRAP ROAD ,
2/8/2005,TRESPASSING ,WOLF TRAP ROAD ,
2/28/2005,"DAMAGE PROPERTY, PRIVATE ",WOLF TRAP ROAD ,
3/3/2005,GRAND LARCENY ,WOLF TRAP ROAD ,
3/3/2005,OBTAINING MONEY BY FALSE PRETENSES ,WOLF TRAP ROAD ,
3/12/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
3/14/2005,"DAMAGE PROPERTY, PRIVATE ",WOLF TRAP ROAD ,
3/21/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
3/22/2005,"BURGLARY, RESIDENTIAL ",WOLF TRAP ROAD ,
3/22/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
3/31/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
4/2/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
4/7/2005,"GRAFITTI, PUBLIC PROPERTY ",WOLF TRAP ROAD ,
4/8/2005,"GRAFFITI ,PRIVATE PROPERTY ",WOLF TRAP ROAD ,
4/27/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
5/6/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
5/19/2005,"DAMAGE PROPERTY, PRIVATE ",WOLF TRAP ROAD ,
5/27/2005,CURSING/OBSCENE LANGUAGE ,WOLF TRAP ROAD ,
5/31/2005,GRAND LARCENY ,WOLF TRAP ROAD ,
6/6/2005,POSSESSION OF MARIJUANA ,WOLF TRAP ROAD ,
7/6/2005,"FAMILY OFFENSE, NONVIOLENT, CHILD ABUSE ",WOLF TRAP ROAD ,
7/30/2005,"ASSAULT, SIMPLE, DOMESTIC ",WOLF TRAP ROAD ,
8/2/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
9/7/2005,MOTOR VEHICLE THEFT ,WOLF TRAP ROAD ,
9/7/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,WOLF TRAP ROAD ,
9/9/2005,"ASSAULT, SIMPLE ",WOLF TRAP ROAD ,
10/6/2005,"DAMAGE PROPERTY, BUSINESS ",WOLF TRAP ROAD ,
10/10/2005,"DAMAGE PROPERTY, PRIVATE ",WOLF TRAP ROAD ,
10/25/2005,GRAND LARCENY ,WOLF TRAP ROAD ,
10/28/2005,"DAMAGE PROPERTY, PRIVATE ",WOLF TRAP ROAD ,
11/8/2005,"BURGLARY, RESIDENTIAL ",WOLF TRAP ROAD ,
11/8/2005,"DAMAGE PROPERTY, PRIVATE ",WOLF TRAP ROAD ,
11/12/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
11/20/2005,DRUNK IN PUBLIC ,WOLF TRAP ROAD ,
11/20/2005,TRESPASSING ,WOLF TRAP ROAD ,
11/27/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
11/30/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
12/1/2005,"ASSAULT, SIMPLE ",WOLF TRAP ROAD ,
12/12/2005,RUNAWAY JUVENILE ,WOLF TRAP ROAD ,
12/23/2005,CITIZEN REQUESTED ASSISTANCE ,WOLF TRAP ROAD ,
6/30/2005,NO DRIVERS LICENSE ,WOLFTRAP ROAD & BARCROFT DRIVE ,GRAFTON
6/30/2005,RECKLESS - GENERAL ,WOLFTRAP ROAD & BARCROFT DRIVE ,GRAFTON
10/20/2005,"LARCENY,FROM MOTOR VEHICLE ",WOODLAKE RUN ,
7/23/2005,CITIZEN REQUESTED ASSISTANCE ,WORMLEY CREEK DRIVE ,
12/5/2005,"LARCENY,FROM MOTOR VEHICLE ",WORMLEY CREEK DRIVE ,
11/28/2005,RUNAWAY JUVENILE ,WYNNE ROAD ,
5/3/2005,ARSON ,YORK CROSSING ROAD & SOUVERAIN LANDING ,
6/20/2005,CITIZEN REQUESTED ASSISTANCE ,YORK LANE ,
6/27/2005,"ASSAULT, SIMPLE, DOMESTIC ",YORKTOWN ROAD ,
1/8/2005,POSSESSION OF CONTROLLED SUBSTANCES ,YORKVILLE ROAD ,
1/18/2005,GRAND LARCENY ,YORKVILLE ROAD ,
3/4/2005,CITIZEN REQUESTED ASSISTANCE ,YORKVILLE ROAD ,
3/22/2005,CITIZEN REQUESTED ASSISTANCE ,YORKVILLE ROAD ,
5/6/2005,GRAND LARCENY ,YORKVILLE ROAD ,
5/25/2005,CITIZEN REQUESTED ASSISTANCE ,YORKVILLE ROAD ,
10/30/2005,"DAMAGE PROPERTY, PRIVATE ",YORKVILLE ROAD ,
9/16/2005,"ASSAULT, SIMPLE, DOMESTIC ",YORKVILLE ROAD - WOODED AREA ,
2/10/2005,FAILURE TO PERFORM CONSTRUCTION AFTER ADVANCE ,YORK-WARWICK DRIVE ,
6/17/2005,CITIZEN REQUESTED ASSISTANCE ,YORK-WARWICK DRIVE ,
7/1/2005,CREDIT CARD THEFT ,YORK-WARWICK DRIVE ,
7/1/2005,CREDIT CARD THEFT ,YORK-WARWICK DRIVE ,
8/28/2005,GRAND LARCENY ,YORK-WARWICK DRIVE ,
9/4/2005,"BURGLARY, RESIDENTIAL ",YORK-WARWICK DRIVE ,
11/12/2005,"ASSAULT, SIMPLE ",YORK-WARWICK DRIVE ,
11/12/2005,"DAMAGE PROPERTY, PRIVATE ",YORK-WARWICK DRIVE ,
4/13/2005,RECKLESS - GENERAL ,YORK-WARWICK DRIVE & GRAFTON DISTRICT ROAD ,
7/3/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,ZOOKS TRAILER PARK ,
