STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
AL,"TRAILER,CARGO      ",2330013875426,1, 8954.00 ," $ 8,954.00 ",20120529
AL,"TRUCK,CARGO        ",2320009260949,1, 10260.00 ," $ 10,260.00 ",20120529
AL,HYDRAZINE SUIT,8415014488839,16, 42.40 , $ 678.40 ,20120529
AL,"GLOVES,SURGEONS'   ",6515003342096,2, 107.27 , $ 214.54 ,20120529
AL,BUFFER FLOOR,7910DSVACUUM1,2, 799.69 ," $ 1,599.38 ",20120529
AL,"TRUCK,VAN          ",2320010478750,2, 135122.00 ," $ 270,244.00 ",20120529
AL,HYDRAZINE SUIT,8415014488839,21, 42.40 , $ 890.40 ,20120529
AL,HYDRAZINE SUIT,8415014488842,23, 42.40 , $ 975.20 ,20120529
AL,HYDRAZINE SUIT,8415014488842,23, 42.40 , $ 975.20 ,20120529
AL,SHIN GUARDS,8465846501F00,25, 23.12 , $ 578.00 ,20120529
AL,"BLANKET,BED        ",7210002827950,27, 32.67 , $ 882.09 ,20120529
AL,"CASE,PHOTOGRAPHIC E",6760015268524,30, 180.77 ," $ 5,423.10 ",20120529
AL,"PAD KIT,HELMET     ",8465015436106,30, 72.70 ," $ 2,181.00 ",20120529
AL,"SURGICAL PACK,DISPO",6530013430877,9, 194.31 ," $ 1,748.79 ",20120529
AL,MMR SCBA FACEMSK   HRNESS ASS,424001F112387,9, 1677.38 ," $ 15,096.42 ",20120529
AL,ELECTRONIC BACK EXTENSION,783000ELECTRO,1, 350.00 , $ 350.00 ,20120530
AL,ELECTRONIC FLY MACHINE,783000ELECTRO,1, 350.00 , $ 350.00 ,20120530
AL,"TRUCK,CARGO        ",2320010478769,1, 75278.00 ," $ 75,278.00 ",20120530
AL,"TRUCK,DUMP         ",2320010478755,1, 82602.00 ," $ 82,602.00 ",20120530
AL,"TRUCK,DUMP         ",2320010478756,1, 84554.00 ," $ 84,554.00 ",20120530
AL,"TRUCK,DUMP         ",2320010478756,1, 84554.00 ," $ 84,554.00 ",20120530
AL,"LIGHT,UTILITY,VEHIC",6220014166277,1, 86.63 , $ 86.63 ,20120530
AL,"WRENCH,SOCKET      ",5120002932452,1, 28.42 , $ 28.42 ,20120530
AL,FLASHLIGHT         ,6230002648261,10, 8.15 , $ 81.50 ,20120530
AL,"WRENCH,OPEN END    ",5120001877131,10, 14.38 , $ 143.80 ,20120530
AL,"FLOODLIGHT,ELECTRIC",6230012384323,10, 390.96 ," $ 3,909.60 ",20120530
AL,STATIONARY BIKE,783000STATION,2, 250.00 , $ 500.00 ,20120530
AL,TREADMILL,7830TREADMILL,2, 1600.00 ," $ 3,200.00 ",20120530
AL,FLASHLIGHT,6230014168513,2, 6.87 , $ 13.74 ,20120530
AL,"ENGINE,DIESEL      ",2815014383060,2, 36405.00 ," $ 72,810.00 ",20120530
AL,"SOCKET,SOCKET WRENC",5120001897914,2, 4.97 , $ 9.94 ,20120530
AL,"EXTENSION,SOCKET WR",5120011630016,2, 95.12 , $ 190.24 ,20120530
AL,"SOCKET,SOCKET WRENC",5130010458552,2, 3.89 , $ 7.78 ,20120530
AL,"CARRIER,TOOL       ",5140002614994,2, 15.36 , $ 30.72 ,20120530
AL,TENT               ,8340001347512,2, 2407.00 ," $ 4,814.00 ",20120530
AL,ELLIPTICAL,783000ELLIPTI,3, 200.00 , $ 600.00 ,20120530
AL,"FLOODLIGHT,ELECTRIC",6230012384323,3, 390.96 ," $ 1,172.88 ",20120530
AL,"COVER,FITTED,VEHICU",2540014079241,4, 61.36 , $ 245.44 ,20120530
AL,"WRENCH,OPEN END    ",5120002932134,5, 7.77 , $ 38.85 ,20120530
AL,"HOLDER,SOAP        ",4510001263554,7, 3.37 , $ 23.59 ,20120530
AL,"FLOODLIGHT,ELECTRIC",6230012384323,7, 390.96 ," $ 2,736.72 ",20120530
AL,"TRUCK,WRECKER      ",2320010478754,1, 125736.00 ," $ 125,736.00 ",20120531
AL,TRUCK TRACTOR,2320012064077,1, 74834.00 ," $ 74,834.00 ",20120531
AL,"SEMITRAILER,FLAT BE",2330010398095,1, 18176.00 ," $ 18,176.00 ",20120531
AL,POWER POLE PORTABLE SCAFFOLDI,5440DSSCAFFOL,1, 4217.00 ," $ 4,217.00 ",20120531
AL,PAINT BOOTH VENT FAN W MOTOR,5670DSSHTTILE,1, 3000.00 ," $ 3,000.00 ",20120531
AL,"SERIVCE KIT,TIRE CH",2540015152158,1, 149.71 , $ 149.71 ,20120531
AL,SHREDDER,3615DSSHREDDO,1, 200.00 , $ 200.00 ,20120531
AL,"STRAP,WEBBING      ",5340009309017,10, 3.83 , $ 38.30 ,20120531
AL,PRINTER AUTOMATIC D,7025015433738,2, 456.00 , $ 912.00 ,20120531
AL,"WIRE,ELECTRICAL    ",6145009378215,2, 1178.38 ," $ 2,356.76 ",20120531
AL,"PARTS KIT,ETHER BOT",2541014901774,20, 73.42 ," $ 1,468.40 ",20120531
AL,DELL OPTIPLEX 755,702550CPU,3, 1250.00 ," $ 3,750.00 ",20120531
AL,"COVER,INDIVIDUAL,CA",8415012803098,30, 8.76 , $ 262.80 ,20120531
AL,"SCREWDRIVER,FLAT TI",5120000107914,30, 8.93 , $ 267.90 ,20120531
AL,DELL OPTIPLEX 755,702100CPU,4, 1250.00 ," $ 5,000.00 ",20120531
AL,DELL OPTIPLEX 755,702250CPU,5, 1250.00 ," $ 6,250.00 ",20120531
AL,DELL OPTIPLEXX 755,702250CPU,5, 1250.00 ," $ 6,250.00 ",20120531
AL,"TIE DOWN,CARGO,AIRC",1670013336082,50, 7.11 , $ 355.50 ,20120531
AL,"EXTRACTION DEVICE,S",6530012653583,6, 260.17 ," $ 1,561.02 ",20120531
AL,"JACKET,BUG-OUT     ",3740014833004,6, 36.25 , $ 217.50 ,20120531
AL,STEEL SHEETS PERFORATED,9535DSNONFERP,75, 85.00 ," $ 6,375.00 ",20120531
AL,LIGHTWEIGHT MAINTEN,8340014563637,1, 9623.94 ," $ 9,623.94 ",20120601
AL,"TRUCK,WRECKER      ",2320010478754,1, 125736.00 ," $ 125,736.00 ",20120601
AL,"GENERATOR SET,DIESE",6115003949576,1, 20810.00 ," $ 20,810.00 ",20120601
AL,"GENERATOR SET,DIESE",6115014492108,1, 4491.00 ," $ 4,491.00 ",20120601
AL,"OVERALLS,COLD WEATH",8415014726912,1, 43.37 , $ 43.37 ,20120601
AL,"PARKA,EXTREME COLD ",8415015386308,1, 132.90 , $ 132.90 ,20120601
AL,"OVERALLS,COLD WEATH",8415014726915,1, 43.37 , $ 43.37 ,20120601
AL,"OVERALLS,COLD WEATH",8415014726917,1, 43.37 , $ 43.37 ,20120601
AL,TENT               ,8340004702341,1, 2300.22 ," $ 2,300.22 ",20120601
AL,"GENERATOR SET,DIESE",6115004651030,1, 13635.00 ," $ 13,635.00 ",20120601
AL,"SHAPER,METAL CUTTIN",3418002230960,1, 4167.00 ," $ 4,167.00 ",20120601
AL,"LIGHT SET,GENERAL I",6230002997077,1, 5790.00 ," $ 5,790.00 ",20120601
AL,CLARINET,7710001326325,1, 427.50 , $ 427.50 ,20120601
AL,PRESSURE WASHER,3590PRESSUREW,1, 2000.00 ," $ 2,000.00 ",20120601
AL,"WINCH,DRUM,VEHICLE ",2590010822644,1, 6218.00 ," $ 6,218.00 ",20120601
AL,SPHYGMOMANOMETER,6530L026627,1, 1982.72 ," $ 1,982.72 ",20120601
AL,"STOVE,GASOLINE BURN",7310002638736,1, 122.88 , $ 122.88 ,20120601
AL,TOOLS,5120TOOLS,1, 1000.00 ," $ 1,000.00 ",20120601
AL,TENT               ,8340004823963,1, 2513.14 ," $ 2,513.14 ",20120601
AL,"SOCKET,SOCKET WRENC",5120001897914,10, 4.97 , $ 49.70 ,20120601
AL,"SOCKET,SOCKET WRENC",5130010458552,10, 3.89 , $ 38.90 ,20120601
AL,"WRENCH,OPEN END    ",5120002932134,10, 7.77 , $ 77.70 ,20120601
AL,"WRENCH,OPEN END    ",5120001877131,10, 14.38 , $ 143.80 ,20120601
AL,"PANTS,PHYSICAL FITN",8415015184577,10, 41.80 , $ 418.00 ,20120601
AL,MULTICAM MAP POUCH,841500CONDOR,13, 50.00 , $ 650.00 ,20120601
AL,"TIE DOWN,CARGO,VEHI",3990013148393,14, 4.84 , $ 67.76 ,20120601
AL,"BRUSH,WIRE,SCRATCH ",7920002555135,15, 165.83 ," $ 2,487.45 ",20120601
AL,"TAPE,PRESSURE SENSI",7510000797907,19, 6.34 , $ 120.46 ,20120601
AL,"KIT BAG,FLYER'S    ",8460006068366,19, 30.06 , $ 571.14 ,20120601
AL,"TOOL KIT,GENERAL ME",5180001777033,2, 1013.54 ," $ 2,027.08 ",20120601
AL,"TROUSERS,EXTREME CO",8415015460019,2, 132.90 , $ 265.80 ,20120601
AL,"GENERATOR SET,DIESE",6115004651044,2, 8332.00 ," $ 16,664.00 ",20120601
AL,"SHELTER HALF,TENT  ",8340010266096,20, 81.75 ," $ 1,635.00 ",20120601
AL,"LITTER,NONRIGID,POL",6530007837510,20, 46.34 , $ 926.80 ,20120601
AL,"CANTEEN,WATER      ",8465011188173,20, 9.82 , $ 196.40 ,20120601
AL,ORANGE AND BLUE HARD HATS,399000HARDHAT,20, 25.00 , $ 500.00 ,20120601
AL,"STRAP,WEBBING      ",5340015301744,20, 51.23 ," $ 1,024.60 ",20120601
AL,"UNDERSHIRT,MAN'S   ",8420015267036,20, 3.04 , $ 60.80 ,20120601
AL,"OVERALLS,COLD WEATH",8415014726915,22, 43.37 , $ 954.14 ,20120601
AL,"PAN,MESS KIT       ",7350002425110,25, 36.23 , $ 905.75 ,20120601
AL,DRILL ELECTRIC PORT,5130010876835,3, 123.46 , $ 370.38 ,20120601
AL,CARRY CASE,846001PCASE,3, 50.00 , $ 150.00 ,20120601
AL,"TROUSERS,EXTREME CO",8415015386704,3, 132.90 , $ 398.70 ,20120601
AL,"BOOTS,EXTREME COLD ",8430006555563,3, 212.94 , $ 638.82 ,20120601
AL,"GENERATOR SET,DIESE",6115014492108,3, 4491.00 ," $ 13,473.00 ",20120601
AL,"GENERATOR SET,DIESE",6115004651044,4, 8332.00 ," $ 33,328.00 ",20120601
AL,"OVERALLS,COLD WEATH",8415014726918,4, 43.37 , $ 173.48 ,20120601
AL,FIELD PACK         ,8465012865356,4, 171.83 , $ 687.32 ,20120601
AL,"POUCH,M4 THREE MAG ",8465015250598,40, 18.51 , $ 740.40 ,20120601
AL,"BRUSH,BOTTLE AND BU",7920002050445,5, 7.81 , $ 39.05 ,20120601
AL,KNEE AND ELBOW PAD ,8465015997051,5, 31.85 , $ 159.25 ,20120601
AL,"CARRIER,TOOL       ",5140002614994,5, 15.36 , $ 76.80 ,20120601
AL,"PANTS,PHYSICAL FITN",8415015210453,5, 41.80 , $ 209.00 ,20120601
AL,"JACKET,PHYSICAL FIT",8415014654663,5, 61.52 , $ 307.60 ,20120601
AL,"UNDERSHIRT,MAN'S   ",8420015267029,5, 3.04 , $ 15.20 ,20120601
AL,"FORK,FIELD MESS    ",7340002435391,50, 3.14 , $ 157.00 ,20120601
AL,"KNIFE,FIELD MESS   ",7340002407436,50, 3.58 , $ 179.00 ,20120601
AL,"SPOON,FIELD MESS   ",7340002435390,50, 3.06 , $ 153.00 ,20120601
AL,"CASE,MEDICAL INSTRU",6545015338202,8, 771.30 ," $ 6,170.40 ",20120601
AL,"LIGHT,EXTENSION    ",6230002997698,8, 44.46 , $ 355.68 ,20120601
AL,"BOOK,APPOINTMENT   ",7530015734861,9, 48.96 , $ 440.64 ,20120601
AL,SWITCH ASSEMBLY    ,5930014919893,9, 168.08 ," $ 1,512.72 ",20120601
AL,CAMELBAK,8415CAMELBAK,9, 110.00 , $ 990.00 ,20120601
AL,LENS LIGHT,6220007962245,11, 0.84 , $ 9.24 ,20120602
AL,"PANTS,PHYSICAL FITN",8415015184563,20, 41.80 , $ 836.00 ,20120602
AL,TRAILER,2330DSTRAILEQ,1, 7169.00 ," $ 7,169.00 ",20120604
AL,"JACKET,PHYSICAL FIT",8415015184622,15, 64.20 , $ 963.00 ,20120604
AL,"STRAP,WEBBING      ",1680011759149,6, 73.30 , $ 439.80 ,20120604
AL,DISPLAY UNIT       ,7025015277689,7, 9404.86 ," $ 65,834.02 ",20120604
AL,"BLANKET,HYPOTHERMIA",6515015006087,9, 2438.39 ," $ 21,945.51 ",20120604
AL,"ADAPTER,GREASE GUN ",4930008470834,1, 32.19 , $ 32.19 ,20120605
AL,"ADAPTER,SOCKET WREN",5120002278088,1, 7.99 , $ 7.99 ,20120605
AL,"ADAPTER,TORQUE WREN",5120013673581,1, 25.87 , $ 25.87 ,20120605
AL,"ADAPTER,TORQUE WREN",5120014297405,1, 18.10 , $ 18.10 ,20120605
AL,"BLADE,NUTDRIVER    ",5120001522299,1, 3.46 , $ 3.46 ,20120605
AL,CROWFOOT ATTACHMENT,5120013351123,1, 26.13 , $ 26.13 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489455,1, 29.25 , $ 29.25 ,20120605
AL,"FILE,HAND          ",5110002034552,1, 9.82 , $ 9.82 ,20120605
AL,"GAGE,DEPTH,MICROMET",5210008265368,1, 359.80 , $ 359.80 ,20120605
AL,"GAGE,DEPTH,VERNIER ",5210002742861,1, 392.39 , $ 392.39 ,20120605
AL,"GAGE,THICKNESS     ",5210013552124,1, 24.55 , $ 24.55 ,20120605
AL,HAND HAMMER,5120002932946,1, 7.14 , $ 7.14 ,20120605
AL,KEY SOCKET HEAD SCR,5120008925999,1, 1.64 , $ 1.64 ,20120605
AL,"MALLET,RUBBER      ",5120002933399,1, 8.53 , $ 8.53 ,20120605
AL,NUT RUNNER AND SCRE,5130009902874,1, 388.37 , $ 388.37 ,20120605
AL,"PUNCH,STARTER      ",5120013350604,1, 3.72 , $ 3.72 ,20120605
AL,"RIVETER KIT,BLIND,P",5180010891229,1, 1156.95 ," $ 1,156.95 ",20120605
AL,"SCREWDRIVER,FLAT TI",5120009056730,1, 10.80 , $ 10.80 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013673742,1, 8.58 , $ 8.58 ,20120605
AL,SCREWDRIVER FLAT TI,5120014349998,1, 4.64 , $ 4.64 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013988012,1, 4.71 , $ 4.71 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120014873824,1, 4.59 , $ 4.59 ,20120605
AL,SCREWDRIVER FLAT TI,5120014306827,1, 2.79 , $ 2.79 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013988012,1, 4.71 , $ 4.71 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120009056729,1, 16.61 , $ 16.61 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013987983,1, 4.80 , $ 4.80 ,20120605
AL,SCREWDRIVER FLAT TI,5120013995626,1, 2.83 , $ 2.83 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120002228852,1, 1.84 , $ 1.84 ,20120605
AL,SCREWDRIVER FLAT TI,5120008972036,1, 6.57 , $ 6.57 ,20120605
AL,SCREWDRIVER FLAT TI,5120014306663,1, 7.05 , $ 7.05 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120005969364,1, 5.95 , $ 5.95 ,20120605
AL,"SOCKET,SOCKET WRENC",5120009454704,1, 5.07 , $ 5.07 ,20120605
AL,SOCKET SOCKET WRENC,5120013999640,1, 6.93 , $ 6.93 ,20120605
AL,"SOCKET,SOCKET WRENC",5120014284816,1, 10.34 , $ 10.34 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013350845,1, 15.08 , $ 15.08 ,20120605
AL,"SOCKET,SOCKET WRENC",5120009483214,1, 5.54 , $ 5.54 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013358164,1, 16.57 , $ 16.57 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013358164,1, 16.57 , $ 16.57 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013757761,1, 22.19 , $ 22.19 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013359086,1, 26.35 , $ 26.35 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013999704,1, 34.95 , $ 34.95 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013359084,1, 23.21 , $ 23.21 ,20120605
AL,"SOCKET,SOCKET WRENC",5130002276679,1, 12.02 , $ 12.02 ,20120605
AL,SOCKET SOCKET WRENC,5120013350821,1, 20.54 , $ 20.54 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013501002,1, 6.29 , $ 6.29 ,20120605
AL,"SOCKET,SOCKET WRENC",5120002355809,1, 3.05 , $ 3.05 ,20120605
AL,SOLDERING GUN      ,3439000040915,1, 61.75 , $ 61.75 ,20120605
AL,"WRENCH,BOX         ",5120002221593,1, 12.77 , $ 12.77 ,20120605
AL,"WRENCH,BOX         ",5120002243141,1, 20.95 , $ 20.95 ,20120605
AL,"WRENCH,BOX         ",5120002930674,1, 104.19 , $ 104.19 ,20120605
AL,"WRENCH,BOX AND OPEN",5120002289518,1, 31.68 , $ 31.68 ,20120605
AL,"WRENCH,BOX AND OPEN",5120013998793,1, 41.54 , $ 41.54 ,20120605
AL,"WRENCH,OPEN END    ",5120002931349,1, 3.82 , $ 3.82 ,20120605
AL,CPCVX LIBBY CORP MEP 003A,611500MTGGENR,1, 24806.00 ," $ 24,806.00 ",20120605
AL,"GENERATOR SET,GASOL",6115000178237,1, 4491.00 ," $ 4,491.00 ",20120605
AL,"TRAILER,CARGO      ",2330001418050,1, 8524.00 ," $ 8,524.00 ",20120605
AL,"TRAILER,CARGO      ",2330001418050,1, 8524.00 ," $ 8,524.00 ",20120605
AL,"FACE,HAMMER,INSERTE",5120002932997,10, 9.21 , $ 92.10 ,20120605
AL,"HANDLE,FILE        ",5110014349650,10, 1.52 , $ 15.20 ,20120605
AL,"HOLDER,INSERTED HAM",5120009038553,10, 14.30 , $ 143.00 ,20120605
AL,"PLIERS,RETAINING RI",5120014288486,10, 13.51 , $ 135.10 ,20120605
AL,"SOCKET,SOCKET WRENC",5120014300968,10, 4.63 , $ 46.30 ,20120605
AL,SOCKET SOCKET WRENC,5120014308006,10, 4.34 , $ 43.40 ,20120605
AL,"STRAP CUTTER,RESCUE",4240015700319,10, 24.51 , $ 245.10 ,20120605
AL,"STRAP CUTTER,RESCUE",4240015700319,10, 24.51 , $ 245.10 ,20120605
AL,SCREWDRIVER FLAT TI,5120013988001,11, 7.59 , $ 83.49 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013359083,11, 21.08 , $ 231.88 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013999571,11, 4.97 , $ 54.67 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013350303,11, 5.85 , $ 64.35 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120014873824,12, 4.59 , $ 55.08 ,20120605
AL,"SOCKET,SOCKET WRENC",5120002355871,12, 6.69 , $ 80.28 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013350632,13, 4.37 , $ 56.81 ,20120605
AL,"SOCKET,SOCKET WRENC",5120014302953,14, 2.06 , $ 28.84 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489468,15, 16.81 , $ 252.15 ,20120605
AL,CROWFOOT ATTACHMENT,5120013068377,15, 29.28 , $ 439.20 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489473,15, 20.28 , $ 304.20 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013350632,15, 4.37 , $ 65.55 ,20120605
AL,SOCKET SOCKET WRENC,5120013352069,15, 16.60 , $ 249.00 ,20120605
AL,"CHEST,AMMUNITION   ",8140009601699,150, 11.10 ," $ 1,665.00 ",20120605
AL,CROWFOOT ATTACHMENT,5120013489469,16, 18.70 , $ 299.20 ,20120605
AL,CROWFOOT ATTACHMENT,5120001897895,16, 11.47 , $ 183.52 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120013987946,16, 3.76 , $ 60.16 ,20120605
AL,SOCKET SOCKET WRENC,5120013352070,16, 27.32 , $ 437.12 ,20120605
AL,"SOCKET,SOCKET WRENC",5120010234221,16, 32.41 , $ 518.56 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489451,17, 21.29 , $ 361.93 ,20120605
AL,CROWFOOT ATTACHMENT,5120001897896,17, 16.63 , $ 282.71 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013999568,17, 5.29 , $ 89.93 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120002039588,19, 7.48 , $ 142.12 ,20120605
AL,"ADAPTER,TORQUE WREN",5120013673586,2, 29.90 , $ 59.80 ,20120605
AL,"ADAPTER,TORQUE WREN",5120013673585,2, 28.11 , $ 56.22 ,20120605
AL,CROWFOOT ATTACHMENT,5120002292774,2, 19.55 , $ 39.10 ,20120605
AL,"HAMMER,HAND        ",5120002423915,2, 13.25 , $ 26.50 ,20120605
AL,"HAMMER,HAND        ",5120010715356,2, 14.66 , $ 29.32 ,20120605
AL,"MANIFOLD,CHARGING A",4130013964422,2, 147.18 , $ 294.36 ,20120605
AL,"PLIERS,RETAINING RI",5120014288450,2, 12.41 , $ 24.82 ,20120605
AL,"SOCKET,SOCKET WRENC",5120001997769,2, 12.96 , $ 25.92 ,20120605
AL,"SOCKET,SOCKET WRENC",5120014284680,2, 14.54 , $ 29.08 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013999704,2, 34.95 , $ 69.90 ,20120605
AL,SOCKET SOCKET WRENC,5120014571613,2, 3.37 , $ 6.74 ,20120605
AL,SOCKET SOCKET WRENC,5120013987887,2, 5.97 , $ 11.94 ,20120605
AL,"WRENCH,BOX         ",5120002221592,2, 15.32 , $ 30.64 ,20120605
AL,"WRENCH,BOX         ",5120002645211,2, 35.65 , $ 71.30 ,20120605
AL,"WRENCH,BOX AND OPEN",5120010168712,2, 63.92 , $ 127.84 ,20120605
AL,"WRENCH,BOX AND OPEN",5120012646123,2, 14.56 , $ 29.12 ,20120605
AL,WRENCH BOX AND OPEN,5120008959577,2, 32.96 , $ 65.92 ,20120605
AL,SEARCHLIGHT        ,6260015444787,2, 1695.88 ," $ 3,391.76 ",20120605
AL,STETHOSCOPE        ,6515009354088,2, 38.83 , $ 77.66 ,20120605
AL,STETHOSCOPE        ,6515009354088,2, 38.83 , $ 77.66 ,20120605
AL,"HEATER,SPACE       ",4520014687112,2, 1574.25 ," $ 3,148.50 ",20120605
AL,"PANTS,PHYSICAL FITN",8415015184578,20, 41.80 , $ 836.00 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489472,24, 22.32 , $ 535.68 ,20120605
AL,"SOCKET,SOCKET WRENC",5120009357425,24, 2.42 , $ 58.08 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489454,27, 24.31 , $ 656.37 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013359084,29, 23.21 , $ 673.09 ,20120605
AL,CROWFOOT ATTACHMENT,5120013487324,3, 23.40 , $ 70.20 ,20120605
AL,"EXTENSION,SOCKET WR",5120013582761,3, 11.15 , $ 33.45 ,20120605
AL,"HAMMER,HAND        ",5120009006113,3, 16.63 , $ 49.89 ,20120605
AL,HANDLE SOCKET WRENC,5120002886514,3, 6.19 , $ 18.57 ,20120605
AL,HOLDER INSERTED HAM,5120013957115,3, 9.30 , $ 27.90 ,20120605
AL,"KEY,SOCKET HEAD SCR",5120014349683,3, 6.65 , $ 19.95 ,20120605
AL,"PLIERS,RETAINING RI",5120014288388,3, 12.72 , $ 38.16 ,20120605
AL,"RIVETER KIT,BLIND,H",5180012014979,3, 1947.56 ," $ 5,842.68 ",20120605
AL,"SCREWDRIVER,FLAT TI",5120005618021,3, 25.63 , $ 76.89 ,20120605
AL,"SCREWDRIVER,FLAT TI",5120002781267,3, 3.57 , $ 10.71 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013757762,3, 24.04 , $ 72.12 ,20120605
AL,SOCKET SOCKET WRENC,5120013352069,3, 16.60 , $ 49.80 ,20120605
AL,"WRENCH,BOX         ",5120002221593,3, 12.77 , $ 38.31 ,20120605
AL,"WRENCH,BOX         ",5120002221592,3, 15.32 , $ 45.96 ,20120605
AL,"WRENCH,BOX AND OPEN",5120013359111,3, 49.34 , $ 148.02 ,20120605
AL,"WRENCH,OPEN END    ",5120014307861,3, 6.76 , $ 20.28 ,20120605
AL,"SPONGE,SURGICAL    ",6510015309413,3, 3.48 , $ 10.44 ,20120605
AL,"PLIERS,RETAINING RI",5120014288417,4, 12.44 , $ 49.76 ,20120605
AL,SOCKET SOCKET WRENC,5120014571613,4, 3.37 , $ 13.48 ,20120605
AL,"WRENCH,OPEN END    ",5120001877131,4, 14.38 , $ 57.52 ,20120605
AL,"TENT,COMBAT,TWO MAN",8340014525919,4, 368.90 ," $ 1,475.60 ",20120605
AL,"TENT,COMBAT,TWO MAN",8340014525919,4, 368.90 ," $ 1,475.60 ",20120605
AL,TARPAULIN          ,8340015192701,4, 67.70 , $ 270.80 ,20120605
AL,WHEEL AND RUNFLAT  ,2530014935859,4, 1236.00 ," $ 4,944.00 ",20120605
AL,"ADAPTER,TORQUE WREN",5120013673590,5, 23.98 , $ 119.90 ,20120605
AL,"ADAPTER,TORQUE WREN",5120013673578,5, 24.43 , $ 122.15 ,20120605
AL,"PLIERS,RETAINING RI",5120014288388,5, 12.72 , $ 63.60 ,20120605
AL,SOLDERING GUN,3439006186624,5, 14.47 , $ 72.35 ,20120605
AL,"WRENCH,BOX         ",5120012781195,5, 19.73 , $ 98.65 ,20120605
AL,WRENCH BOX,5120002042670,5, 11.45 , $ 57.25 ,20120605
AL,"ADAPTER,TORQUE WREN",5120013673579,6, 24.39 , $ 146.34 ,20120605
AL,CROWFOOT ATTACHMENT,5120013351129,6, 36.79 , $ 220.74 ,20120605
AL,CROWFOOT ATTACHMENT,5120013489458,6, 30.42 , $ 182.52 ,20120605
AL,DRILLING AND LOCATI,3465002508063,6, 49.06 , $ 294.36 ,20120605
AL,"MALLET,RAWHIDE     ",5120002222220,6, 50.31 , $ 301.86 ,20120605
AL,"PLIERS,RETAINING RI",5120014288381,6, 21.43 , $ 128.58 ,20120605
AL,SCREWDRIVER ATTACHM,5120011021670,6, 7.37 , $ 44.22 ,20120605
AL,"SOCKET,SOCKET WRENC",5120014284686,6, 25.36 , $ 152.16 ,20120605
AL,SOCKET SOCKET WRENC,5120012643731,6, 8.51 , $ 51.06 ,20120605
AL,"SOCKET,SOCKET WRENC",5120014284680,6, 14.54 , $ 87.24 ,20120605
AL,WRENCH BOX,5120014308590,6, 7.50 , $ 45.00 ,20120605
AL,"ADAPTER,GREASE GUN ",4930011038203,7, 15.18 , $ 106.26 ,20120605
AL,CROWFOOT ATTACHMENT,5120013351101,7, 15.99 , $ 111.93 ,20120605
AL,"PLIERS,RETAINING RI",5120014288427,7, 14.86 , $ 104.02 ,20120605
AL,"PLIERS,RETAINING RI",5120014288231,7, 18.30 , $ 128.10 ,20120605
AL,"SOCKET,SOCKET WRENC",5120002930094,7, 10.24 , $ 71.68 ,20120605
AL,"SOCKET,SOCKET WRENC",5120002634148,7, 5.71 , $ 39.97 ,20120605
AL,"SOCKET,SOCKET WRENC",5120013610198,7, 6.23 , $ 43.61 ,20120605
AL,FIELD PACK         ,8465015158615,7, 550.47 ," $ 3,853.29 ",20120605
AL,CROWFOOT ATTACHMENT,5120013487328,8, 30.94 , $ 247.52 ,20120605
AL,"FILE,HAND          ",5110013351589,8, 17.69 , $ 141.52 ,20120605
AL,"KEY,SOCKET HEAD SCR",5120011496677,8, 3.68 , $ 29.44 ,20120605
AL,SCREW CAP SOCKET HE,5305003359083,8, 50.00 , $ 400.00 ,20120605
